stemming,keywords
lisa meriam bellina perkosa sadis hengky tyas wahono kawan kawan hengky baron jack maland sigit subangun buang jalan akibat lisa derita sakit jiwa rawat dr iwan herman fani jiwa dokter kasus tangan kapten pol markus mathias muchus sahabat iwan sukar pecah lisa idap amnesia alias lupa lalu awat rumah sakit selesai lisa ajak tinggal rumah iwan iwan duga segi selesai tesis doktor spesialisasi tuntut tanggung profesi markus penasaran karenya banyak perkosa selesai lidi iwan markus temu adik adik lisa foto keluarga ingat lisa pulih sama harap sembuh lisa iwan jatuh hati lisa tata rumah iwan buka kios bunga damai hengky dkk muncul tampak kios teror lisa jalan untung iwan kelahi iwan kalah hengky dkk seret polisi markus usaha tunda hengky dkk kurang bukti bebas adil lisa tindak kuntit hengky dkk nekad tabrak kawan hengky perkosa tewas hengky luka lisa tampil adil curi hukum sembilan penjara vonis gedung hengky ejek lisa ledak pestol polisi renggut hengky habis adil banding kukuh hukum,"['lisa', 'iwan', 'hengky', 'markus', 'dkk', 'adil', 'kios', 'perkosa', 'kawan', 'selesai']"
mama cake kisah raka ananda omesh willy boy william rio arie daginkz sahabat karakter raka asal keluarga broken home willy pria tampan suka bergonta ganti pasang rio milik sifat aneh kali raka hubung ayah beli kue brownies kukus nama mama cake minta nenek raka sakit keras nenek raka mama cake spesifik beli toko roti bandung kecewa nenek raka menyyanggupi minta raka willy rio teman beli kue mama sana jalan tiga jalan mobil raka kutip biasa willy suka bergonta ganti pasang willy kilah milik komitmen serius hak cari seseroang resiko patah hati wanita jalan sengaja tabrak pria misterius aneh pria alami luka apa pria nasehat hidup tiga sahabat tiga paham nasehat beda pribadi milik konflik putus pisah raka putus lanjut jalan beli mama cake willy putus kejar wanita suka rio pilih tentu tuju beda tiga sahabat temu cerah raka ulang kali gagal brownies kukus mama cake sadar maksud nenek mama cake willy akan karma kejar wanita wanita manfaat tinggal willy willy sadar tinggal duga sakit willy janji main hati perempuan rio alami alam spiritual temu pria misterius tabrak mama cake satu tiga sahabat harga jalan,"['willy', 'raka', 'mama cake', 'cake', 'mama', 'rio', 'nenek raka', 'tiga', 'tiga sahabat', 'beli']"
bisik nafsu kisah pria nama aldy ibra azhari aldy anak orang tua ibu nikah pria hamil darah seniman alir deras aldy bukti mahir seni lukis lukis aldy laris bincang orang orang aldy sunting wanita idam sally windy chindyana dua jatuh cinta putus meni dua meni putus pergi bulan madu tuju bulan madu vila milik kakek sally udara sejuk villa alas besar pilih villa dua madu malapetaka timpa petaka awal muncul wanita misterius wanita muncul kelebat kelebat pandang dua akan wanita tiada aldy penasara wanita putus dekat baru aldy nama wanita wanita nama laras febby r lawrence milik cantik pesona aldy bius cantik laras aldy dekat wanita berang sally istri aldy marah istri gubris aldy bius cantik laras laras aldy kalung batu akik aldy penasaran kalung batu akik kalung galeri milik galeri memberitahu aldy kalung kalung kuno kalung pula bawa aldy laras laras istri buyut sally tindak suka selingkuh buat bunuh kakek buyut selly aldy paham rayu arwah arwah bawa aldy dunia,"['aldy', 'laras', 'kalung', 'wanita', 'sally', 'madu', 'dua', 'bius cantik', 'laras laras', 'galeri']"
winter tokyo pusat hidup ishida keiko pamela bowie gadis turun jepang indonesia simpan cinta pertama film cerita keiko tetangga apartemen street ambil gambar bakat tinggal new york nama nishimura kazuto dion wiyoko tarik singkat keiko kazuto akrab kenal pribadi bagi keiko temu cinta pertama kitano akira morgan oey keras keiko usaha akira sibuk akira dokter ruang kazuto tumbuh asa istimewa keiko kazuto sedih hari malam natal indah musibah timpa kazuto pukul keras kepala kazuto koma cedera akibat kazuto jadi bulan keiko tokyo bangun kenang new york cinta buat iwamoto yuri kimberly ryder,"['keiko', 'kazuto', 'akira', 'keiko kazuto', 'tokyo', 'cinta pertama', 'new york', 'york', 'new', 'pertama']"
libur sekolah istimewa bawa siswa sekolah tengah peristiwa tualang ajar hidup,"['tualang ajar', 'istimewa bawa', 'libur sekolah', 'sekolah', 'siswa sekolah', 'ajar hidup', 'istimewa', 'sekolah tengah', 'tualang', 'tengah']"
pikir juang gedung penuh gangster orang gila tarung tinggal tubuh polisi gangster tumpuk lorong polisi jakarta rama pikir selesai lanjut hidup normal salah tangguh lawan rama gedung nilai ikan renang kolam impi menang goreng tarik perhati predator rantai makan keluarga ancam rama milik pilih lindung putra istri bayi samar pasuk dunia kriminal daki pasu hierarki saing bawa politis korup polisi tarik tali tumpu rama embara keras jalan paksa sisih hidup sejarah ambil identitas laku keras yuda penjara percaya uco putra gembong gaul muka gabung gaul letak hidup garis langkah habis busuk bisnis,"['rama', 'polisi', 'gangster', 'gedung', 'gaul', 'putra', 'pikir', 'tarik', 'keras', 'hidup']"
jalan manusia salawaku saras beda usia2 penting beda sifat beda muncul kawanua kakak angkat salawaku susul salawaku salawaku terima kawanua jalan anggap lelaki baik kawanua buta mata saras salawaku saras perlahan lahan sentuh patah hati alih kawanua titik salawaku sadar jauh piru kota mana kabar kakak salawaku binaiya konflik drama serta kisah jalan temu binaiya sosok lang jauh manusia,"['salawaku', 'kawanua', 'saras', 'binaiya', 'salawaku saras', 'beda', 'jauh', 'manusia', 'jalan', 'kakak']"
film omnibus kisah enam cerita putar intimidasi enam hantu khas indonesia ustaz kiky armando uji intimidasi pocong gadis putri ayudya kunjung bajang pasca gugur kandung tipu daya sundel bolong gadis hamil marya supraba reporter investigasi gandhi fernando kait legenda begu ganjang misterius gadis dea ananda temu ayah pelihara genderuwo gadis btari cinta tari larang panggil lehak makhluk kutuk legenda,"['intimidasi', 'legenda', 'gadis', 'enam', 'tipu daya', 'legenda begu', 'genderuwo gadis', 'ganjang misterius', 'omnibus kisah', 'ganjang']"
ajar keluarga kaya milik hubung gadis kampus cinta pasang tolak orang tua,"['tolak orang', 'pasang tolak', 'kaya milik', 'kampus cinta', 'hubung gadis', 'gadis kampus', 'milik hubung', 'keluarga kaya', 'cinta pasang', 'kampus']"
kevin kevin anggara sekolah bosan milik 3 orang teman bonbon teuku rizky muhammad mas joshua suherman johanna clairine clay kevin milik prestasi tonjol keluarga tuju kevin lulus kevin temu website tantang iseng sekolah kevin laku nikmat kevin jahil usaha iseng sekolah lepas target jahil kevin,"['kevin', 'iseng sekolah', 'iseng', 'jahil', 'sekolah', 'prestasi tonjol', 'kevin kevin', 'tonjol keluarga', 'kevin jahil', 'sekolah kevin']"
ira profesi model kelly sahabat kelas anak prestasi kali ira nilai kelly kelly terima tuduh ira contek ira sangkal kelly tantang ira ira kalah uas kelly ira contek ira terima tantang teman teman ragu ragu ira cari kalah kelly ira coba dekat aldo sepupu kelly langgan juara kelas aldo pintar teman aldo anggap aneh teman teman ira aldo ajar aldo serah ajar ira syarat jadwal ajar ganggu jadwal modeling ira tuju nyata pontang panting sesuai jadwal taktik hasil ira tahu bohong aldo alin model koordinator ira patuh isi kontrak kena penalti aldo bohong ajar ira ira juang menang taruh kelly,"['ira', 'kelly', 'aldo', 'jadwal', 'teman', 'kelly ira', 'ira contek', 'contek ira', 'ira ira', 'ajar ira']"
kisah cinta caramel michelle ziudith dave mas anggara rencana libur swiss dave batal rencana menit menit tinggal caramel dua pria,"['dave', 'menit', 'rencana', 'batal rencana', 'mas anggara', 'anggara', 'michelle ziudith', 'ziudith', 'michelle', 'batal']"
ipin desta clubeighties anak sma ketua teman teman baya ekonomi telat daftar sekolah bakat nyanyi unik nyanyi ala broery pesolima nyanyi top era 70 ipin jatuh cinta teman kelas gadis kaya cantik pintar nama tiara revalina temat tiara pacar marco ringgo agus rahman kapten tim keranjang sekolah juara favorit cover boy majalah jadi marco musuh bebuyutan ipin marco halal ipin musnah sekolah ipin niat pacar tiara,"['ipin', 'marco', 'tiara', 'nyanyi', 'sekolah', 'teman', 'pacar marco', 'broery pesolima', 'teman baya', 'cinta teman']"
tampil hidup anak desa indonesia film tuju ajak anak anak sayang binatang per main profesional anak anak desa segalaherang subang kera,"['anak desa', 'anak', 'anak anak', 'desa', 'desa indonesia', 'indonesia film', 'binatang', 'ajak anak', 'per', 'profesional']"
ayah fatma tewas tembak portugis fatma fatma temu jaka swara anak haji abdullah anak akrab abdullah buah kalung kalung fatma kalung bintang jaka abdullah libat bentrok kelompok lawan portugis pimpin portugis marah anak buah kalah abdullah esok hari abdullah serang orang orang portugis abdullah istri tewas tembak john da costa fatma bawa kelompok jajah jaka jauh rumah bakar fatma jadi tari jaipong markas portugis jaka tempa ilmu bela garuda putih guru dewasa jaka perintah guru embara tegak amar ruf nahi munkar jalan jaka wanita kereta kendali kuda jaka lari tolong wanita fatma temu kelompok john da costa jaka hasil bunuh john lari tembak kaki portugis temu jaka umpan fatma jaka sembunyi jaka suruh paksa tega teman siksa mandor jaka pukul mandor buat jaka simon anak john simon tantang jaka tarung lawan jago jago silat minggu jaka masuk penjara makan tarung orang lolos saring tarung jaka salah serta penjara tarung tenaga hasil lepas tangan belenggu langsung lari arena tarung jaka menang suasana kacau simon hendak bakuhantam simon cs rakyat tarung lawan jaka hasil kalah simon menang sambut gegap gempita rakyat jajah,"['jaka', 'fatma', 'abdullah', 'portugis', 'simon', 'tarung', 'john', 'kalung', 'tembak', 'jaka hasil']"
film jailangkung 2 kisah adik bella tasya gabriella quinlynn sepi sengaja tonton rekam video milik ayah ferdi lukman sardi komunikasi arwah almarhumah istri jailangkung tasya rakit jailangkung main harap komunikasi almarhumah ibu jadi timbul arwah bawa petaka bella rama gabung rekan bram naufal samudra tualang dasar laut kalah titis setan kuasa angel hannah al rasyid kakak bella bawa pergi tasya gaib,"['jailangkung', 'tasya', 'bella', 'almarhumah', 'komunikasi', 'arwah', 'rasyid', 'video milik', 'harap komunikasi', 'komunikasi arwah']"
delapan agen siasat sembunyi tugas samar komedian tunggal rangka cari komedian hubung jahat ulung nama king milik kasino judi spektakuler asia,"['komedian', 'nama king', 'komedian tunggal', 'ulung nama', 'komedian hubung', 'tunggal rangka', 'king milik', 'kasino judi', 'milik kasino', 'spektakuler asia']"
kisah awal pesta tunang hidayat irawani rr sumiati cerita irawani irawan rd endang sunarti sofia waldy orangtuanya susah payah jalan hidup irawan pergi betawi cari kerja tinggal anak istri irawan lupa hasil rm sunarno ayah sunarti alias istri dewasa irawani nyanyi tari gila irawan istri baru usir irawan rumah irawan emis kali jakarta,"['irawan', 'istri', 'rd', 'irawan istri', 'nyanyi tari', 'rd endang', 'kisah awal', 'istri baru', 'emis', 'endang']"
ayla gadis sma kelas 3 nikmat remaja kisah cinta ando vokalis band rock kejut pilot muda nama arsen aku suami,"['vokalis band', 'nama arsen', 'band rock', 'ayla', 'arsen', 'gadis sma', 'aku suami', 'pilot', 'vokalis', 'muda nama']"
film cerita hidup tokoh utama khairul azzam mahasiswa indonesia tuntut ilmu universitas al azhar kairo cerita inspirasi pandang kerja keras sang tokoh tuntut ilmu juang hidup adik adik kampung cerita bimbing pandang usaha juang khairul azzam temu jodoh teguh pedoman ajar agama,"['tuntut ilmu', 'khairul azzam', 'khairul', 'azzam', 'tokoh', 'tuntut', 'ilmu', 'pandang', 'cerita', 'juang']"
pasang kuat milik mewah kualitas tyo lukman sardi sutradara film sukses istri tania dian sastrowardoyo manajer usaha uang gengsi karier jalur abdi karir milik anak perempuan umur 5 tyo pingsan set film lari rumah sakit diagnosis hepatitis tania ambil cuti kerja timbang promosi coba sulap tuntut kerja rawat anak tyo rumah sakit coba tania ambruk lelah sebab teman kamar tyo rumah sakit 247 tyo tania habis kualitas milik rahasia pasang muncul rekan kerja atas nikah tyo tania ubah perang habis habis,"['tyo', 'tania', 'tyo tania', 'tyo rumah', 'kualitas', 'rumah sakit', 'habis', 'kerja', 'sakit', 'pasang']"
pupus film cerita juang cinta pupus cindy donita gadis lampung mahasiswa universitas trisakti jalan kuliah cindy jalan ospek tugas senior cari senior milik tanggal ulang dengan cindy bingung kenal senior ancam hukum senior cindy kalang kabut akal cindy data mahasiswa urus administrasi pustaka cari nama milik tanggal ulang panji marcell chandrawinata sayang panji angkuh suka raya ulang cindy putar otak hukum cindy mandi sungai panji dewa selamat polos cantik cindy lampung cindy hati hati pria pria jakarta cindy usaha mandiri takut ingat tipu pria cindy cantik hati milik gemar jelma bunga harum rubung lebah kumbang sekian pria dekat bayang panji hantu cindy panji perhati peduli cindy nyaman panji sayang panji tinggal cindy cindy puncak bahagia panji panas manasi cindy perempuan cindy panji misteri cindy siksa penasaran cinta cengkeram belah tangan sahabat sahabat saran cindy lupa panji terima puguh pacar puguh hati luluh hati cindy cindy terima cinta puguh cindy jalan puguh panji sinkronisasi cindy penasaran cinta pupus cindy kejar panji,"['cindy', 'panji', 'puguh', 'senior', 'pupus', 'hati', 'pria', 'cinta pupus', 'milik tanggal', 'tanggal ulang']"
usaha muda potret kali kali potret gadis gadis model perkosa kirim jawa gadis lolos bentuk satu nama srigala srigala betina niat balas dendam giat kelompok cium wajib kelompok perempuan mengobrak abrik sindikat usaha kotor paksa tangkap situasi aman usaha muda pindah usaha palembang berkat bantu tekab pacar pimpin kelompok betina sindikat kotor hasil tumpas,"['usaha muda', 'srigala', 'kotor', 'betina', 'sindikat', 'potret', 'kelompok', 'usaha', 'gadis', 'paksa tangkap']"
semangat penuh balas dendam ikut buru tubuh cari mayat hilang jakarta indonesia,"['mayat hilang', 'ikut buru', 'hilang jakarta', 'dendam ikut', 'cari mayat', 'jakarta indonesia', 'mayat', 'tubuh', 'buru', 'semangat']"
tim sepak bola milik beda ego menang turnamen sepak bola tanah internasional selamat hidup,"['sepak bola', 'sepak', 'bola', 'tim sepak', 'turnamen', 'milik beda', 'ego', 'selamat hidup', 'internasional', 'tim']"
angel donita percaya cinta sejati hendra ajun perwira laki laki pilih baik angel khayal kelak hubung kasih,"['angel', 'laki', 'donita percaya', 'sejati hendra', 'percaya cinta', 'perwira laki', 'laki pilih', 'khayal kelak', 'khayal', 'kelak hubung']"
film cerita main sepakbola indonesia nasional dunia nyata,"['cerita main', 'sepakbola', 'nasional', 'film cerita', 'nyata', 'main', 'dunia', 'indonesia', 'cerita', 'film']"
moga bunda sayang allah cerita karang fedi nuril cinta anak anak cinta wujud taman baca diri taman baca karang milik anak asuh dengan kintan karang ajak anak asuh wisata udara kapal laut bencana kapal laut naik balik badai karang gagal selamat anak asuh kintan peristiwa bekas benak karang mimpi buruk bagi peristiwa karang asing pulau letak ibukota alami depresi malam mimpi buruk ganggu tidur minum alkohol ungsi hubung dokter nama kinasih shandy aulia putus,"['karang', 'anak asuh', 'asuh', 'kapal laut', 'taman', 'anak', 'mimpi buruk', 'kapal', 'baca', 'laut']"
topan vino g bastian jahit hilang istri hilang toko jahit hilang anak keluar sekolah biaya,"['hilang', 'hilang anak', 'topan', 'keluar sekolah', 'toko', 'keluar', 'vino bastian', 'bastian', 'vino', 'biaya']"
jakarta maghrib film omnibus angkat peristiwa nyata alami warga kota jakarta maghrib,"['jakarta maghrib', 'maghrib', 'film omnibus', 'omnibus', 'jakarta', 'kota jakarta', 'warga', 'peristiwa', 'angkat', 'nyata']"
karier paranormal buru hantu acara realitas palsu tiga cundang palsu terima undang temu sapa ramah desa,"['palsu', 'buru hantu', 'realitas', 'cundang', 'ramah', 'paranormal', 'karier', 'undang', 'buru', 'acara']"
rumah tangga ganda zainal abidin ida sumah anak ari hudi prayogo sarjana calon istri nama mia zarina mir datang ira nike ardilla titip ayah karna pitrajaya burnama sahabat ganda tinggal rumah tangga pergi singapura ari anggap ira adik mia hadir ira anggap ancam langsung nasib ari mia bujuk kakak leo james sahertian gaet ira usaha perkosa hasil gagal ari ari jatuh cinta ira perkem bangan hubung anak ganda tuju ganggu bisnis ayah mia brata muni cader,"['ari', 'ira', 'mia', 'ganda', 'rumah tangga', 'tangga', 'anggap', 'hudi', 'hadir ira', 'nama mia']"
